candle_end_time,open,high,low,close,amount,info
2008-06-04,3601.060,3605.060,3513.640,3546.920,29417700.000,
2008-06-05,3529.980,3542.240,3487.790,3512.140,23989300.000,
2008-06-06,3519.120,3532.300,3470.560,3489.500,20944200.000,
2008-06-10,3344.450,3352.320,3188.800,3206.560,32950000.000,
2008-06-11,3155.940,3181.820,3097.400,3140.300,29409700.000,
2008-06-12,3123.640,3148.740,3022.880,3084.630,31454100.000,
2008-06-13,3087.340,3108.990,2975.660,2979.120,25319800.000,
2008-06-16,2981.080,3012.990,2900.070,2952.240,26813800.000,
2008-06-17,2950.400,2977.890,2820.640,2842.680,26463800.000,
2008-06-18,2820.240,3007.180,2759.110,2991.270,42560100.000,
2008-06-19,2967.400,2967.400,2768.230,2773.080,36319000.000,
2008-06-20,2795.470,2946.940,2691.870,2849.670,51675900.000,
2008-06-23,2798.430,2845.480,2771.360,2789.940,26631500.000,
2008-06-24,2775.690,2865.900,2770.990,2851.920,31792500.000,
2008-06-25,2844.920,2973.170,2834.950,2969.540,42425300.000,
2008-06-26,2964.520,3010.280,2922.790,2980.910,42599300.000,
2008-06-27,2886.180,2899.840,2787.250,2816.020,40886600.000,
2008-06-30,2782.840,2834.270,2747.610,2791.820,25295400.000,
2008-07-01,2799.200,2809.380,2690.180,2698.350,28851600.000,
2008-07-02,2702.630,2745.940,2670.060,2699.600,27916400.000,
2008-07-03,2654.480,2807.680,2617.260,2760.610,45660300.000,
2008-07-04,2751.210,2783.850,2716.020,2741.850,37905000.000,
2008-07-07,2747.610,2890.990,2747.610,2882.760,52732000.000,
2008-07-08,2900.570,2939.140,2841.070,2901.840,54248100.000,
2008-07-09,2927.000,3015.270,2927.000,3015.130,69357000.000,
2008-07-10,2970.980,3056.910,2950.200,2973.730,61649600.000,
2008-07-11,2962.860,2988.200,2913.870,2953.500,44287100.000,
2008-07-14,2927.240,2996.590,2917.020,2975.870,34575000.000,
2008-07-15,2987.060,2997.670,2849.200,2852.980,47292800.000,
2008-07-16,2818.760,2824.880,2702.660,2745.600,39403100.000,
2008-07-17,2790.260,2812.990,2705.810,2718.070,32687300.000,
2008-07-18,2746.540,2818.060,2690.070,2815.460,40203400.000,
2008-07-21,2792.830,2915.290,2780.280,2911.050,45119600.000,
2008-07-22,2905.280,2931.450,2890.250,2904.740,38815000.000,
2008-07-23,2923.050,2941.970,2879.190,2883.320,38821200.000,
2008-07-24,2905.040,2979.750,2902.980,2977.360,48538700.000,
2008-07-25,2939.320,2967.720,2916.680,2939.200,40571100.000,
2008-07-28,2959.110,2997.600,2946.490,2960.850,39308600.000,
2008-07-29,2921.250,2921.250,2881.050,2905.630,36036300.000,
2008-07-30,2940.020,2949.940,2866.030,2884.380,29810800.000,
2008-07-31,2894.250,2899.070,2804.700,2805.210,27941000.000,
2008-08-01,2786.120,2868.680,2748.750,2840.790,34031500.000,
2008-08-04,2816.940,2832.900,2767.530,2773.150,22782300.000,
2008-08-05,2780.760,2792.740,2695.370,2703.080,30469200.000,
2008-08-06,2723.520,2749.100,2679.660,2721.690,27404000.000,
2008-08-07,2717.660,2747.880,2683.410,2720.440,23370400.000,
2008-08-08,2719.380,2719.380,2581.810,2591.460,30894600.000,
2008-08-11,2579.800,2580.720,2442.790,2456.810,32120200.000,
2008-08-12,2431.380,2474.320,2413.600,2444.160,24191900.000,
2008-08-13,2427.500,2466.090,2369.580,2444.670,27551700.000,
2008-08-14,2429.980,2461.240,2410.490,2443.510,20157200.000,
2008-08-15,2440.390,2479.150,2412.950,2447.610,20422300.000,
2008-08-18,2451.310,2452.630,2312.950,2313.400,23623100.000,
2008-08-19,2285.510,2356.190,2273.890,2348.470,19477100.000,
2008-08-20,2332.390,2533.300,2312.180,2532.940,45043400.000,
2008-08-21,2494.260,2535.860,2438.860,2443.980,37518000.000,
2008-08-22,2421.250,2437.430,2362.630,2404.930,26298200.000,
2008-08-25,2408.030,2439.910,2373.760,2400.550,18643200.000,
2008-08-26,2370.530,2390.660,2306.940,2331.530,23741900.000,
2008-08-27,2322.540,2367.720,2291.350,2325.290,23862600.000,
2008-08-28,2325.260,2363.560,2316.680,2335.860,20400300.000,
2008-08-29,2347.400,2418.050,2339.520,2391.640,28877800.000,
2008-09-01,2372.640,2372.640,2297.020,2309.170,21152800.000,
2008-09-02,2292.690,2309.210,2268.000,2285.410,18440500.000,
2008-09-03,2279.600,2296.030,2219.560,2245.960,23749500.000,
2008-09-04,2238.650,2270.410,2216.110,2251.150,18984800.000,
2008-09-05,2193.040,2221.090,2172.940,2183.430,21654500.000,
2008-09-08,2189.820,2198.760,2119.120,2126.520,22186600.000,
2008-09-09,2135.220,2150.990,2111.400,2139.150,17624300.000,
2008-09-10,2124.970,2181.250,2099.230,2143.180,22057800.000,
2008-09-11,2135.450,2142.000,2067.250,2072.130,22176800.000,
2008-09-12,2071.060,2102.980,2066.440,2077.850,19197000.000,
2008-09-16,2050.320,2050.320,1987.300,2000.650,33563300.000,
2008-09-17,1981.250,2003.910,1923.550,1929.140,32862200.000,
2008-09-18,1876.960,1936.730,1804.770,1895.990,47820300.000,
2008-09-19,2065.780,2073.110,2046.220,2073.110,36525400.000,
2008-09-22,2228.370,2258.420,2130.310,2207.610,101994000.000,
2008-09-23,2141.600,2180.370,2118.920,2123.480,78365600.000,
2008-09-24,2072.650,2139.220,2050.970,2138.850,45328200.000,
2008-09-25,2143.730,2256.270,2139.620,2223.530,74237900.000,
2008-09-26,2234.460,2257.160,2192.130,2243.660,59429900.000,
2008-10-06,2206.560,2206.560,2128.270,2128.700,45575300.000,
2008-10-07,2043.920,2136.120,2024.650,2102.450,43065300.000,
2008-10-08,2041.990,2073.070,2000.520,2022.880,36874700.000,
2008-10-09,2059.580,2063.300,1993.010,1995.300,33582300.000,
2008-10-10,1913.270,1938.210,1881.670,1906.960,39151600.000,
2008-10-13,1889.750,1985.630,1841.530,1985.490,43538100.000,
2008-10-14,2054.410,2060.490,1934.460,1934.620,54331900.000,
2008-10-15,1911.030,1930.630,1892.020,1914.360,31892400.000,
2008-10-16,1833.480,1866.900,1818.930,1820.900,40529600.000,
2008-10-17,1837.910,1851.330,1805.670,1833.260,28715400.000,
2008-10-20,1828.410,1899.350,1802.090,1896.730,33277200.000,
2008-10-21,1901.240,1928.190,1880.520,1881.410,38908400.000,
2008-10-22,1854.600,1887.310,1832.450,1833.320,32968600.000,
2008-10-23,1794.680,1836.410,1779.130,1834.780,35758700.000,
2008-10-24,1831.460,1840.880,1769.110,1781.600,32980700.000,
2008-10-27,1746.670,1746.670,1652.790,1654.670,36441800.000,
2008-10-28,1614.620,1716.310,1607.670,1705.820,46792800.000,
2008-10-29,1723.230,1731.260,1657.650,1658.220,38869500.000,
2008-10-30,1669.970,1723.930,1646.340,1697.660,41284300.000,
2008-10-31,1688.090,1696.650,1655.090,1663.660,28314500.000,
2008-11-03,1648.560,1684.560,1643.420,1653.540,25381100.000,
2008-11-04,1646.200,1648.450,1606.730,1627.760,26100200.000,
2008-11-05,1641.260,1714.660,1641.260,1691.420,42418200.000,
2008-11-06,1648.130,1661.440,1638.340,1649.780,30784200.000,
2008-11-07,1618.750,1690.100,1612.740,1677.830,31521600.000,
2008-11-10,1714.120,1803.120,1714.120,1801.670,63948900.000,
2008-11-11,1795.300,1824.930,1778.330,1781.360,66072800.000,
2008-11-12,1758.480,1806.230,1754.290,1801.820,44088000.000,
2008-11-13,1777.030,1891.940,1765.640,1874.080,83234600.000,
2008-11-14,1893.310,1943.650,1874.930,1943.650,91168700.000,
2008-11-17,1934.740,1987.220,1919.970,1987.220,87836600.000,
2008-11-18,1974.380,1994.820,1831.760,1839.820,97278400.000,
2008-11-19,1831.600,1959.520,1823.270,1953.160,82117400.000,
2008-11-20,1916.700,1976.950,1900.270,1932.430,83187000.000,
2008-11-21,1872.270,1968.890,1835.090,1920.730,83049300.000,
2008-11-24,1913.990,1923.930,1835.860,1837.640,50561500.000,
2008-11-25,1870.060,1883.100,1801.560,1834.290,42814600.000,
2008-11-26,1832.110,1865.650,1815.020,1843.490,45565600.000,
2008-11-27,1961.890,1969.020,1870.050,1870.470,88008300.000,
2008-11-28,1851.100,1866.260,1815.450,1829.920,51590700.000,
2008-12-01,1823.770,1864.300,1799.840,1864.200,48386300.000,
2008-12-02,1821.540,1891.130,1814.900,1868.630,61350200.000,
2008-12-03,1884.600,1952.670,1884.600,1952.670,85019100.000,
2008-12-04,1980.440,2046.470,1978.140,1982.930,119183000.000,
2008-12-05,1969.740,2014.200,1965.090,2013.180,74366300.000,
2008-12-08,2040.470,2095.470,2033.980,2095.040,107607000.000,
2008-12-09,2104.120,2107.600,2038.070,2040.850,92509800.000,
2008-12-10,2028.510,2096.390,2014.280,2096.390,83271100.000,
2008-12-11,2087.430,2107.290,2043.620,2046.340,73556200.000,
2008-12-12,2027.070,2038.190,1936.280,1960.380,67387300.000,
2008-12-15,1991.550,2006.220,1941.050,1975.030,50451100.000,
2008-12-16,1956.990,1994.960,1919.870,1994.450,47924900.000,
2008-12-17,2002.030,2030.390,1995.650,2001.420,58685200.000,
2008-12-18,2001.050,2045.940,1982.430,2045.100,58429200.000,
2008-12-19,2037.370,2075.380,2033.110,2052.110,63311200.000,
2008-12-22,2050.770,2055.370,1993.330,2017.550,52949500.000,
2008-12-23,2019.230,2019.230,1918.430,1918.950,63590500.000,
2008-12-24,1893.220,1912.780,1872.650,1887.070,44201800.000,
2008-12-25,1891.530,1902.710,1848.710,1870.770,39916800.000,
2008-12-26,1868.340,1881.080,1850.500,1862.100,34560900.000,
2008-12-29,1852.410,1861.300,1816.060,1854.760,35986900.000,
2008-12-30,1852.950,1867.410,1824.530,1833.440,37584600.000,
2008-12-31,1835.100,1844.420,1813.730,1817.720,35631400.000,
2009-01-05,1848.330,1882.960,1837.840,1882.960,48187000.000,
2009-01-06,1880.670,1948.490,1873.010,1942.800,70974100.000,
2009-01-07,1942.670,1959.250,1930.870,1931.180,59702200.000,
2009-01-08,1894.660,1902.800,1873.650,1887.990,53446500.000,
2009-01-09,1886.490,1923.420,1886.490,1918.360,47407200.000,
2009-01-12,1911.740,1947.080,1905.620,1920.690,54234200.000,
2009-01-13,1892.660,1908.200,1874.970,1876.190,49818100.000,
2009-01-14,1873.630,1955.240,1873.630,1955.240,59283200.000,
2009-01-15,1935.390,1977.190,1930.300,1954.870,78943600.000,
2009-01-16,1965.440,2026.650,1965.440,1990.210,96538600.000,
2009-01-19,2010.580,2052.190,1993.950,2012.460,81948200.000,
2009-01-20,2006.530,2025.190,1986.060,2025.190,53259300.000,
2009-01-21,1993.670,2047.100,1988.240,2021.710,64117400.000,
2009-01-22,2034.290,2048.480,2012.740,2044.550,58862000.000,
2009-01-23,2039.520,2054.330,2025.190,2032.680,57504100.000,
2009-02-02,2052.440,2059.340,2029.720,2057.060,51453900.000,
2009-02-03,2056.790,2108.940,2049.890,2108.910,87640300.000,
2009-02-04,2118.560,2166.410,2117.020,2166.410,100888000.000,
2009-02-05,2164.550,2211.180,2135.670,2150.970,115100000.000,
2009-02-06,2158.080,2240.020,2158.080,2237.280,106665000.000,
2009-02-09,2271.590,2307.910,2257.490,2296.670,129524000.000,
2009-02-10,2288.070,2327.100,2263.530,2326.750,116295000.000,
2009-02-11,2287.230,2381.190,2275.570,2331.140,147577000.000,
2009-02-12,2335.400,2344.660,2248.480,2318.340,119826000.000,
2009-02-13,2321.560,2402.440,2307.090,2399.060,140410000.000,
2009-02-16,2421.190,2462.390,2397.180,2462.250,152347000.000,
2009-02-17,2460.570,2470.620,2384.790,2385.290,141015000.000,
2009-02-18,2331.660,2369.050,2272.500,2275.840,115422000.000,
2009-02-19,2295.650,2324.680,2259.590,2298.410,90853900.000,
2009-02-20,2300.810,2344.770,2276.300,2344.320,86632100.000,
2009-02-23,2333.810,2419.530,2307.920,2410.480,109465000.000,
2009-02-24,2376.700,2411.910,2294.520,2301.850,127018000.000,
2009-02-25,2325.040,2337.420,2226.440,2304.250,107878000.000,
2009-02-26,2295.430,2332.350,2167.150,2190.190,102200000.000,
2009-02-27,2164.540,2186.820,2117.060,2140.490,87076400.000,
2009-03-02,2123.370,2177.290,2112.340,2164.670,62746200.000,
2009-03-03,2109.840,2168.220,2100.640,2142.150,66167300.000,
2009-03-04,2150.240,2290.940,2150.240,2285.150,110750000.000,
2009-03-05,2314.080,2340.370,2259.800,2304.920,131987000.000,
2009-03-06,2260.760,2313.200,2255.820,2286.580,85965400.000,
2009-03-09,2302.010,2333.980,2198.540,2202.530,86555900.000,
2009-03-10,2175.310,2241.240,2168.320,2240.780,56660400.000,
2009-03-11,2288.050,2292.400,2212.880,2220.380,70838700.000,
2009-03-12,2208.040,2220.300,2156.600,2215.700,55700100.000,
2009-03-13,2229.250,2250.240,2200.970,2205.420,54083100.000,
2009-03-16,2197.250,2247.110,2180.050,2241.610,48773900.000,
2009-03-17,2244.110,2329.300,2239.670,2322.400,92980500.000,
2009-03-18,2335.420,2370.560,2328.860,2332.650,101870000.000,
2009-03-19,2337.520,2386.230,2331.260,2382.560,97318800.000,
2009-03-20,2389.890,2397.210,2343.270,2379.840,109397000.000,
2009-03-23,2384.670,2448.350,2375.520,2439.400,116313000.000,
2009-03-24,2477.570,2483.830,2440.530,2451.780,111994000.000,
2009-03-25,2435.630,2472.940,2401.050,2401.330,95816700.000,
2009-03-26,2407.760,2479.830,2379.950,2479.790,113249000.000,
2009-03-27,2501.000,2516.380,2481.690,2498.930,135369000.000,
2009-03-30,2501.310,2508.140,2471.370,2484.490,94151700.000,
2009-03-31,2436.780,2507.900,2423.570,2507.790,95461800.000,
2009-04-01,2519.890,2566.540,2519.890,2548.220,126308000.000,
2009-04-02,2558.770,2599.250,2558.260,2576.400,135147000.000,
2009-04-03,2597.920,2612.370,2555.610,2570.500,123655000.000,
2009-04-07,2570.620,2597.060,2543.650,2576.950,86083300.000,
2009-04-08,2563.720,2573.090,2479.350,2479.350,99328100.000,
2009-04-09,2477.420,2517.740,2457.420,2517.670,74593700.000,
2009-04-10,2540.110,2595.600,2530.620,2595.530,104144000.000,
2009-04-13,2621.980,2668.280,2619.370,2656.520,139015000.000,
2009-04-14,2651.200,2682.910,2637.380,2676.870,110491000.000,
2009-04-15,2662.730,2690.640,2627.810,2686.990,120665000.000,
2009-04-16,2690.510,2706.620,2643.320,2687.110,123730000.000,
2009-04-17,2675.670,2693.290,2628.620,2650.690,101529000.000,
2009-04-20,2643.730,2708.450,2640.990,2707.670,95903700.000,
2009-04-21,2670.280,2697.720,2634.530,2675.440,108185000.000,
2009-04-22,2687.860,2713.300,2563.360,2576.280,124046000.000,
2009-04-23,2555.530,2604.160,2543.910,2593.560,80887900.000,
2009-04-24,2605.700,2609.870,2570.380,2572.890,73361000.000,
2009-04-27,2566.920,2576.520,2499.440,2513.290,72039400.000,
2009-04-28,2490.530,2531.540,2485.800,2518.530,59265000.000,
2009-04-29,2518.850,2615.810,2514.140,2605.370,81885000.000,
2009-04-30,2616.490,2640.020,2604.450,2622.930,85809300.000,
2009-05-04,2635.130,2715.190,2632.300,2714.300,102917000.000,
2009-05-05,2733.110,2751.250,2713.230,2727.010,102314000.000,
2009-05-06,2721.820,2771.210,2713.540,2764.980,105807000.000,
2009-05-07,2783.580,2797.470,2731.800,2767.080,122101000.000,
2009-05-08,2751.500,2800.220,2733.330,2789.220,106725000.000,
2009-05-11,2808.140,2839.610,2725.270,2725.320,125364000.000,
2009-05-12,2702.740,2788.610,2699.950,2788.560,88695900.000,
2009-05-13,2792.420,2822.710,2775.570,2814.000,107113000.000,
2009-05-14,2781.050,2804.480,2757.540,2792.600,82639300.000,
2009-05-15,2800.570,2815.460,2773.320,2796.120,64931400.000,
2009-05-18,2782.580,2813.760,2740.920,2810.570,74835800.000,
2009-05-19,2836.340,2849.630,2821.950,2840.080,97703600.000,
2009-05-20,2843.540,2849.640,2812.600,2812.860,87939200.000,
2009-05-21,2795.830,2808.290,2735.770,2750.010,85535400.000,
2009-05-22,2733.020,2762.740,2719.120,2740.680,61499000.000,
2009-05-25,2684.210,2761.390,2675.280,2752.720,74091700.000,
2009-05-26,2757.310,2762.810,2718.550,2719.760,72316000.000,
2009-05-27,2734.420,2768.570,2715.820,2759.710,67976600.000,
2009-06-01,2798.930,2864.470,2798.930,2858.340,108565000.000,
2009-06-02,2878.530,2892.780,2855.060,2865.100,108338000.000,
2009-06-03,2865.730,2939.390,2864.710,2939.390,112073000.000,
2009-06-04,2924.270,2961.040,2899.670,2953.750,130128000.000,
2009-06-05,2966.060,2975.180,2937.180,2939.310,108476000.000,
2009-06-08,2937.640,2978.230,2912.490,2948.480,96116400.000,
2009-06-09,2948.950,2960.900,2892.720,2960.560,91989900.000,
2009-06-10,2972.420,2995.700,2966.580,2989.590,101790000.000,
2009-06-11,2982.970,3000.860,2951.270,2961.630,87116000.000,
2009-06-12,2955.570,2976.860,2883.320,2906.290,80067100.000,
2009-06-15,2911.420,2967.100,2898.070,2966.190,74352100.000,
2009-06-16,2936.510,2979.410,2929.040,2961.220,70179200.000,
2009-06-17,2957.580,3017.410,2930.490,3010.590,77293100.000,
2009-06-18,3014.440,3061.750,3014.440,3057.430,96281300.000,
2009-06-19,3061.900,3086.720,3047.270,3080.000,102518000.000,
2009-06-22,3106.390,3116.160,3072.530,3082.560,103953000.000,
2009-06-23,3036.400,3128.530,3028.450,3083.900,111507000.000,
2009-06-24,3079.500,3121.210,3068.240,3120.730,109424000.000,
2009-06-25,3125.660,3141.170,3103.870,3117.920,82806900.000,
2009-06-26,3126.230,3137.080,3109.320,3128.420,70500900.000,
2009-06-29,3132.110,3182.420,3122.160,3179.970,84997100.000,
2009-06-30,3191.640,3195.720,3159.630,3166.470,86782400.000,
2009-07-01,3153.540,3238.790,3150.650,3237.900,96950600.000,
2009-07-02,3248.200,3285.090,3247.570,3282.360,112989000.000,
2009-07-03,3254.930,3327.670,3249.110,3327.140,105733000.000,
2009-07-06,3333.100,3378.050,3333.100,3374.750,135264000.000,
2009-07-07,3368.330,3393.220,3327.350,3340.490,129601000.000,
2009-07-08,3306.430,3368.070,3261.320,3352.270,113868000.000,
2009-07-09,3348.220,3396.480,3334.680,3396.300,113082000.000,
2009-07-10,3398.910,3428.030,3375.970,3398.310,106175000.000,
2009-07-13,3382.570,3403.740,3358.520,3361.010,99619700.000,
2009-07-14,3375.870,3454.750,3375.870,3454.750,107520000.000,
2009-07-15,3467.130,3497.510,3467.130,3493.300,133483000.000,
2009-07-16,3516.780,3543.020,3489.560,3501.240,129313000.000,
2009-07-17,3499.510,3527.470,3482.870,3519.810,106550000.000,
2009-07-20,3532.520,3594.870,3515.530,3591.120,136469000.000,
2009-07-21,3603.400,3610.330,3533.160,3539.830,130601000.000,
2009-07-22,3532.630,3607.370,3532.380,3606.920,115239000.000,
2009-07-23,3613.600,3653.840,3596.360,3651.970,116382000.000,
2009-07-24,3672.210,3687.490,3591.880,3667.560,127979000.000,
2009-07-27,3680.150,3744.240,3669.510,3743.630,138808000.000,
2009-07-28,3745.550,3756.780,3705.040,3755.820,146268000.000,
2009-07-29,3741.780,3765.590,3453.640,3558.510,167406000.000,
2009-07-30,3587.050,3656.920,3511.290,3634.820,134969000.000,
2009-07-31,3670.190,3735.800,3635.550,3734.620,132240000.000,
2009-08-03,3754.220,3789.940,3716.570,3787.030,136416000.000,
2009-08-04,3803.060,3803.060,3712.430,3786.610,141036000.000,
2009-08-05,3781.400,3789.130,3691.980,3740.940,133444000.000,
2009-08-06,3707.910,3739.580,3602.570,3663.120,118102000.000,
2009-08-07,3655.460,3686.540,3539.700,3555.090,100576000.000,
2009-08-10,3589.720,3613.460,3485.360,3544.540,84870700.000,
2009-08-11,3558.650,3569.150,3509.720,3556.380,64497200.000,
2009-08-12,3546.500,3546.500,3390.360,3397.400,92535400.000,
2009-08-13,3398.890,3448.860,3338.850,3440.820,87081800.000,
2009-08-14,3437.950,3454.950,3334.730,3344.460,88248600.000,
2009-08-17,3283.440,3319.800,3137.480,3140.270,91723900.000,
2009-08-18,3110.710,3186.810,3083.200,3171.990,77343000.000,
2009-08-19,3178.280,3183.010,2982.220,3014.570,81604000.000,
2009-08-20,3021.250,3146.570,3021.250,3144.390,79519200.000,
2009-08-21,3135.370,3221.170,3113.700,3203.620,86616800.000,
2009-08-24,3222.400,3241.520,3178.860,3229.600,80414100.000,
2009-08-25,3210.850,3210.850,3019.120,3109.830,97530100.000,
2009-08-26,3082.680,3203.790,3065.460,3172.390,82036400.000,
2009-08-27,3149.570,3212.270,3116.890,3156.300,80125200.000,
2009-08-28,3152.040,3168.190,3030.730,3046.780,84017900.000,
2009-08-31,3003.540,3003.540,2825.770,2830.270,84517300.000,
2009-09-01,2804.580,2901.280,2795.490,2843.700,70535300.000,
2009-09-02,2824.640,2904.790,2813.620,2890.930,60843400.000,
2009-09-03,2898.450,3059.990,2892.650,3051.960,93157400.000,
2009-09-04,3055.350,3099.390,3038.990,3077.140,86984700.000,
2009-09-07,3097.790,3153.230,3078.130,3104.210,82790700.000,
2009-09-08,3084.200,3170.970,3047.300,3170.970,83965600.000,
2009-09-09,3188.310,3207.390,3143.740,3194.910,91191200.000,
2009-09-10,3179.190,3204.120,3150.170,3162.910,66566000.000,
2009-09-11,3152.810,3253.450,3152.690,3238.130,80689700.000,
2009-09-14,3248.350,3298.910,3240.530,3293.390,87393900.000,
2009-09-15,3298.810,3325.740,3264.950,3302.640,87092200.000,
2009-09-16,3290.390,3296.940,3212.450,3258.240,88244500.000,
2009-09-17,3274.580,3329.120,3274.580,3320.100,91333400.000,
2009-09-18,3325.060,3330.430,3170.960,3199.690,100488000.000,
2009-09-21,3163.510,3210.640,3090.610,3208.600,72802000.000,
2009-09-22,3196.010,3237.220,3131.020,3131.030,73425100.000,
2009-09-23,3130.140,3159.170,3041.420,3060.070,66013700.000,
2009-09-24,3041.820,3122.050,2989.240,3080.930,65152100.000,
2009-09-25,3057.110,3090.070,3028.410,3058.530,45820500.000,
2009-09-28,3066.370,3088.080,2959.740,2972.640,41918400.000,
2009-09-29,2975.530,2998.550,2923.930,2972.290,45932400.000,
2009-09-30,2992.980,3033.740,2988.290,3004.800,42184500.000,
2009-10-09,3078.750,3164.030,3071.270,3163.710,56871000.000,
2009-10-12,3181.580,3193.590,3151.260,3151.630,58962000.000,
2009-10-13,3144.020,3199.920,3140.500,3198.520,50713700.000,
2009-10-14,3209.060,3276.550,3204.310,3227.400,80978100.000,
2009-10-15,3258.550,3287.630,3227.090,3239.640,60562000.000,
2009-10-16,3250.100,3268.430,3188.430,3241.710,55636300.000,
2009-10-19,3238.850,3330.790,3231.810,3329.160,77683100.000,
2009-10-20,3355.360,3379.630,3343.020,3377.570,89426300.000,
2009-10-21,3375.030,3414.660,3358.550,3369.280,83488900.000,
2009-10-22,3364.150,3381.150,3341.420,3347.320,60936600.000,
2009-10-23,3354.980,3436.390,3354.980,3413.250,86725400.000,
2009-10-26,3421.700,3432.900,3385.440,3414.240,68442500.000,
2009-10-27,3384.290,3392.100,3314.320,3314.720,74209600.000,
2009-10-28,3303.770,3337.170,3258.270,3329.330,62594800.000,
2009-10-29,3265.190,3291.180,3239.000,3247.050,61305400.000,
2009-10-30,3305.380,3329.540,3276.320,3280.370,60647100.000,
2009-11-02,3205.830,3394.720,3198.310,3392.800,81981200.000,
2009-11-03,3402.530,3447.480,3397.250,3435.430,83791100.000,
2009-11-04,3443.520,3476.340,3415.220,3453.890,86065300.000,
2009-11-05,3458.860,3471.830,3432.260,3464.320,80647800.000,
2009-11-06,3491.070,3506.030,3474.360,3483.020,92190300.000,
2009-11-09,3487.110,3495.890,3452.610,3495.790,78050900.000,
2009-11-10,3520.400,3532.190,3501.500,3503.780,84301000.000,
2009-11-11,3500.590,3514.830,3468.860,3495.670,72626300.000,
2009-11-12,3506.950,3529.060,3487.680,3499.990,79962700.000,
2009-11-13,3489.540,3518.890,3445.360,3518.720,91210200.000,
2009-11-16,3541.050,3625.890,3541.050,3625.800,123157000.000,
2009-11-17,3644.960,3649.420,3619.990,3628.350,97391400.000,
2009-11-18,3633.850,3652.810,3612.790,3630.230,89226300.000,
2009-11-19,3638.070,3653.900,3604.610,3642.440,94940100.000,
2009-11-20,3630.580,3658.210,3597.310,3631.010,94750800.000,
2009-11-23,3636.530,3666.270,3628.200,3665.510,93990900.000,
2009-11-24,3680.750,3698.130,3538.860,3548.080,147567000.000,
2009-11-25,3541.510,3630.300,3508.060,3629.630,114602000.000,
2009-11-26,3635.790,3646.610,3472.950,3485.770,127882000.000,
2009-11-27,3440.340,3480.930,3367.290,3382.510,89294700.000,
2009-11-30,3415.080,3511.760,3415.080,3511.670,84415300.000,
2009-12-01,3507.560,3566.780,3485.520,3560.830,101519000.000,
2009-12-02,3578.870,3607.560,3570.290,3597.330,98052000.000,
2009-12-03,3596.950,3603.120,3551.480,3590.880,89978600.000,
2009-12-04,3581.630,3646.260,3530.060,3643.490,134131000.000,
2009-12-07,3644.620,3672.800,3633.450,3668.830,91225600.000,
2009-12-08,3670.810,3671.040,3590.940,3624.020,82940900.000,
2009-12-09,3579.280,3603.700,3543.420,3554.480,68521500.000,
2009-12-10,3579.830,3601.290,3544.900,3577.240,57563700.000,
2009-12-11,3589.410,3614.950,3568.510,3575.020,54550900.000,
2009-12-14,3572.530,3623.270,3495.640,3612.750,83785000.000,
2009-12-15,3594.510,3620.320,3578.280,3583.340,69186500.000,
2009-12-16,3568.280,3610.690,3550.670,3560.720,56963900.000,
2009-12-17,3571.050,3582.440,3475.840,3480.150,63286200.000,
2009-12-18,3450.040,3453.350,3385.680,3391.740,66111000.000,
2009-12-21,3386.330,3404.640,3354.650,3396.620,48329800.000,
2009-12-22,3402.230,3404.750,3296.760,3305.540,53942700.000,
2009-12-23,3303.730,3342.990,3296.290,3336.480,48064500.000,
2009-12-24,3346.760,3445.700,3339.300,3438.820,64377800.000,
2009-12-25,3434.326,3441.956,3410.667,3424.783,46914576.000,
2009-12-28,3432.820,3489.574,3432.820,3478.433,55375390.000,
2009-12-29,3481.903,3501.247,3451.177,3500.737,55535765.000,
2009-12-30,3503.816,3561.440,3498.380,3558.857,88429370.000,
2009-12-31,3561.367,3579.520,3542.380,3575.684,69241890.000,
2010-01-04,3592.468,3597.750,3535.230,3535.229,66101080.000,
2010-01-05,3545.186,3577.530,3497.660,3564.038,85809641.000,
2010-01-06,3558.700,3588.830,3541.170,3541.727,78473125.000,
2010-01-07,3543.160,3558.560,3452.770,3471.456,80350037.000,
2010-01-08,3456.908,3482.080,3426.700,3480.130,60790253.000,
2010-01-11,3593.106,3594.530,3465.320,3482.052,89980172.000,
2010-01-12,3477.842,3535.410,3437.660,3534.916,93743278.000,
2010-01-13,3448.291,3490.110,3415.690,3421.144,112457901.000,
2010-01-14,3433.472,3470.320,3411.810,3469.051,83353252.000,
2010-01-15,3472.524,3500.070,3448.660,3482.738,72543102.000,
2010-01-18,3471.777,3501.260,3458.040,3500.684,82854307.000,
2010-01-19,3506.806,3528.390,3497.090,3507.482,74883232.000,
2010-01-20,3512.246,3515.450,3387.820,3394.434,92495146.000,
2010-01-21,3397.043,3425.180,3364.720,3408.574,70595068.000,
2010-01-22,3364.452,3390.800,3293.190,3366.197,88933404.000,
2010-01-25,3340.013,3372.430,3326.270,3328.014,56849171.000,
2010-01-26,3328.113,3341.200,3222.140,3242.797,61752231.000,
2010-01-27,3243.038,3255.120,3183.360,3198.566,52691394.000,
2010-01-28,3195.289,3220.310,3168.460,3206.570,46990716.000,
2010-01-29,3190.315,3249.450,3176.920,3204.155,50262613.000,
2010-02-01,3198.230,3198.310,3116.440,3152.707,57001380.000,
2010-02-02,3170.778,3211.940,3143.090,3146.189,50130033.000,
2010-02-03,3160.712,3231.100,3094.570,3230.715,64798894.000,
